Tipo de contrato,Procedimiento de adjudicación,Criterios de adjudicación,Entidad impulsora,Duración del contrato,Importe de adjudicación,Presupuesto sin IVA,¿Caracter plurianual?,CPV,División en lotes,Nº de licitadores presentados,¿UTE?
Servicios,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,201322.30999999997,287603.3,0,98,1,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,300000.0,392727.27,0,60,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,33580.0,45000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto supersimplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",1-3 años,20637.0,29488.34,1,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,32839.4,85272.63,0,38,1,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Mejor precio,Seguridad,Menos de 1 año,23862.5,29014.55,0,03,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,48400.0,81602.48,0,31,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,20380.0,22000.0,0,72,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,72549.08,90000.0,0,32,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Turismo, Comercio y Consumo",1-3 años,196284.0,206611.57,0,72,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,19835.0,24000.0,0,30,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Seguridad,Menos de 1 año,34000.0,41140.0,0,79,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,991735.54,1200000.0,0,45,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Mejor precio,Educación,3-6 años,42785.0,52250.0,0,44,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Trabajo y Empleo,1-3 años,264462.82,320000.0,0,63,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,42000.0,60000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto supersimplificado,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,30000.0,36300.0,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,33900.0,34000.0,0,79,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,96105.25,117201.66,0,45,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,31531.7,31531.7,0,80,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Mejor precio,Seguridad,Menos de 1 año,25609.9,30543.54,0,03,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,38450.0,50000.0,0,79,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Mejor precio,Seguridad,Menos de 1 año,25447.9,30543.54,0,03,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,31535.85,31535.85,0,80,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,121000.0,200000.0,1,90,1,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,344008.05,418909.8,0,45,0,5-10 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,35034.0,36069.96,0,48,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,1-3 años,39755.0,43200.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,31800.0,48000.0,1,90,0,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,22002.42,22002.42,0,80,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,80240.0,99173.55,0,79,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Otros,Economía y Hacienda,Menos de 1 año,99369.0,120236.0,0,48,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,263871.03,427272.72,0,30,1,Menos de 5 licitadores,0
Servicios,Derivado de Acuerdo Marco,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,42551.85,42551.85,0,80,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,58500.0,80000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Educación,Menos de 1 año,62800.0,63000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,40000.0,50000.0,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,1-3 años,51000.0,57000.0,0,33,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,154119.92,184943.91,0,24,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,178938.63,239815.56,0,45,0,10-15 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,198347.11,240000.0,0,63,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,334400.0,494214.88,0,30,1,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,79950.0,171705.08,0,71,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,28500.0,28509.74,0,48,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,37903.0,49627.5,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,36220.799999999996,51744.0,0,90,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,1-3 años,69000.0,75000.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto supersimplificado,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,41999.299999999996,59999.0,0,98,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,413223.14,500000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",3-6 años,268032.24,463105.0,1,90,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,21828.88,33500.0,0,71,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,258766.6,386185.15,0,45,0,5-10 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,860733.59,891143.25,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,254545.45199999996,363636.36,0,50,1,15-20 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,29100.0,30000.0,0,79,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,287410.56,312365.28,0,45,0,10-15 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,125832.0,168000.0,1,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Seguridad,1-3 años,30800.0,54545.45,0,50,1,5-10 licitadores,0
Servicios,Negociado Sin Publicidad,Otros,Seguridad,1-3 años,127950.73,128000.0,0,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,47432.0,52230.0,0,92,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,104000.0,129257.7,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,380165.29,460000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,296776.872,423966.96,0,79,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,50040.0,62550.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,39770.0,41000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Seguridad,1-3 años,20790.0,29700.0,0,50,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,19450.0,22493.32,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,170000.0,186728.93,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,62700.0,66000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,56250.0,125000.0,0,71,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,49279.88,99173.55,0,34,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,30064.03,50991.72,0,79,0,10-15 licitadores,0
Obras,Abierto,Mejor precio,Seguridad,Menos de 1 año,162879.47,183129.84,0,45,0,5-10 licitadores,0
Obras,Abierto,Mejor precio,Seguridad,Menos de 1 año,80137.52,84341.73,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,34150.0,41321.5,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,44144.0,49600.0,0,72,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,136360.0,164995.6,0,48,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,95265.05,144628.1,0,39,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,31570.0,38500.0,0,45,0,5-10 licitadores,0
Obras,Abierto,Mejor precio,Seguridad,Menos de 1 año,78102.91,97055.19,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,29090.91,33057.85,0,98,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,35062.0,40000.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,457580.83,457604.28,0,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Trabajo y Empleo,Menos de 1 año,206611.57,250000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,3-6 años,91339.0,114173.55,0,79,1,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,246623.90199999997,352319.86,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,935834.8999999999,1336907.0,0,50,1,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Mejor precio,Educación,Menos de 1 año,633306.92,958065.68,0,45,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Pluralidad de criterios,Seguridad,Menos de 1 año,616739.88,672097.15,0,35,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,726000.0,878460.0,0,35,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",3-6 años,57024.8,61983.48,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,96363.64,116600.0,0,77,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,175620.0,206611.57,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",3-6 años,260150.0,690000.0,1,71,1,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,152200.0,190350.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,202500.0,245025.0,0,85,0,Menos de 5 licitadores,0
Servicios,Abierto supersimplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,32519.76,33060.0,0,50,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Cultura y Política Lingüística,Menos de 1 año,48076.92,50000.0,0,22,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,149045.83,157024.8,0,32,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,69700.0,82000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,58999.0,73272.41,0,90,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,75957.0,135000.0,0,79,1,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,26000.0,30250.0,0,45,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,73209.0,75000.0,1,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,115702.48,140000.0,0,34,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,57100.0,118000.0,0,92,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,36198.35,49586.78,0,71,0,Menos de 5 licitadores,0
Obras,Abierto supersimplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,79960.0,79981.0,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,665000.0,700000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",3-6 años,797999.0,798000.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,1-3 años,44512.0,52000.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,19792.0,24793.39,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Seguridad,Menos de 1 año,31958.21,33057.85,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,238500.0,288585.0,0,18,1,Menos de 5 licitadores,0
Obras,Abierto Simplificado,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,187867.42,231604.52,0,45,0,5-10 licitadores,0
Suministros,Derivado de Acuerdo Marco,Mejor precio,Seguridad,Menos de 1 año,26293.31,30993.55,0,03,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Seguridad,1-3 años,898000.0,898000.0,0,85,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,21536.0,26920.0,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,28392.0,40560.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,37000.0,40700.0,0,92,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,34522.5,39750.0,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,20464.5,29235.0,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,119750.0,150000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,79445.03,105926.71,0,71,0,Menos de 5 licitadores,0
Otros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,89750.0,91000.0,0,79,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,26000.0,30150.0,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,183502.12,206600.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,72048.25,76632.25,0,85,0,Menos de 5 licitadores,0
Servicios,Abierto supersimplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,29555.0,30000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,16250.0,25000.0,0,90,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Mejor precio,Seguridad,Menos de 1 año,25985.09,30993.54,0,03,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,87000.0,90000.0,0,80,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Seguridad,3-6 años,61983.47,61983.48,0,85,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,32438.81,98000.0,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,70000.0,100000.0,0,85,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,424944.45,875000.0,0,85,1,5-10 licitadores,1
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,25718.62,29100.0,0,45,0,5-10 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,1-3 años,209453.0,209454.0,0,63,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,185911.0,246049.58,0,32,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,82483.28,150000.0,0,38,1,5-10 licitadores,0
Suministros,Abierto supersimplificado,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,39274.2,58093.85,0,33,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,388900.0,433884.3,0,72,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,183850.0,222458.5,0,35,1,Menos de 5 licitadores,0
